gvkey,name,dm3_sh,gptdata_overall
158765,,.0023729687197013,
158779,,,
158791,,,
158912,,,
159317,,,
160163,,,
160173,Arbor Realty Trust Inc,.0098008095256849,0
160196,Planet Green Holdings Corp.,,
160202,,,
160207,,,
160211,Dominos Pizza Inc,.0022974643941446,1
160213,Gsi Technology Inc,,
160216,,,
160225,Mastercard Inc,.0316852671878889,2
160233,Prospect Capital Corp,.0061955346025407,0
160252,Nuveen Floating Rate Income Fund,.0129062786810783,
160260,,,
160282,,,
160295,,,
160303,"Blackrock Enhanced Capital & Income Fund, Inc.",.0154862929005332,
160329,Alphabet Inc.,.0366996640204982,2
160338,,,
160340,Mannkind Corp,.0094021063633989,0
160341,W&T Offshore Inc,.0110262270494093,0
160343,,,
160364,,,
160367,,,
160373,"Morningstar, Inc.",.0227625631398099,3
160375,"Stereotaxis, Inc.",,
160376,"Texas Roadhouse, Inc.",.0015188732545643,0
160378,,,
160417,,,
160423,"Bankwell Financial Group, Inc.",.0088216715018894,0
160453,,.0071846383676715,
160472,,,
160474,,,
160479,Extra Space Storage Inc.,.0054059505823004,0
160488,"Neurometrix, Inc.",.0082589461141665,1
160503,,,
160541,"Hercules Capital, Inc.",.0059176100159994,0
160546,,,
160549,Liberty Global Plc,.0113172085781449,0
160550,Gabelli Global Utility & Income Trust,.0084965020293873,
160555,"Tingo Group, Inc.",,
160570,"Commercial Vehicle Group, Inc.",.0067110010644854,1
160571,,.0018901929819953,
160592,,.0238189019321351,
160598,Beacon Roofing Supply Inc,.0037171835480038,
160600,,,
160621,Sfl Corp Ltd.,,
160623,,,
160628,,.0057529273202377,
160660,,,
160661,,,
160668,"Innoviva, Inc.",,0
160670,,,
160681,"Hyster-Yale Materials Handling, Inc.",.0088607225862375,1
160684,Westlake Corp,.006847021878395,0
160706,Diamondrock Hospitality Co,.0059058176905637,0
160739,"Lg Display Co., Ltd.",.0104051903184675,
160742,Coffee Holding Co Inc,,0
160750,First Trust Energy Income & Growth Fund,.0113166364888763,
160753,,,
160766,,,
160767,,,
160770,"Mirati Therapeutics, Inc.",.0150930963912027,1
160775,,,
160776,,.0080111468146566,
160778,,,
160785,Viad Corp,.0199875822714515,0
160798,,,
160809,"Cyclacel Pharmaceuticals, Inc.",,
160856,Top Ships Inc.,,
160864,,.0073515355811023,
160888,Monolithic Power Systems Inc,.0092662185055655,2
160891,,,
160892,,,
160893,Enersys,,
160902,,,
160912,,,
160913,"Ormat Technologies, Inc.",.0104175524799654,2
160955,,.0129062786810783,
160961,,,
160989,,,
160990,Cubesmart,.0042273143209488,0
160991,"Digital Realty Trust, Inc.",.0210561432930663,0
160997,"Nanoviricides, Inc.",,0
161013,,,
161023,Baycom Corp,,
161036,,,
161048,,.004166411360752,
161055,Build-A-Bear Workshop Inc,,
161056,"Wolfspeed, Inc.",,
161064,,,
161069,,,
161071,,,
161072,"Comstock Holding Companies, Inc.",,
161093,,,
161119,,,
161120,,.0105964883536359,
161125,Blackrock Floating Rate Income Trust,.0154861227845566,
161789,,,
161791,First Trust Enhanced Equity Income Fund,.0113166364888763,
161793,,,
161798,,,
161806,,,
161810,,,
161813,Bluelinx Holdings Inc.,,
161814,,,
161816,,,
161840,,.0055587497137874,
161843,"Manitex International, Inc.",.0056804066439577,
161844,Las Vegas Sands Corp,.0095531890401785,0
161852,Sotherly Hotels Inc.,.0039757982030856,0
161853,Kearny Financial Corp.,.0072514659966362,0
161877,,,
161903,,,
161911,,,
161924,,.0101964424930713,
161927,,,
161940,,,
161942,Bankfinancial Corp,.0052148008713149,0
161953,,,
161966,Ares Capital Corp,.0039461962808155,0
161970,,,
161996,,.0132559189951854,
161997,Huron Consulting Group Inc.,.0149081551545479,2
162069,,.0154862929005332,
162076,"Arc Document Solutions, Inc.",,
162078,,,
162085,,,
162123,Nuveen S&P 500 Buywrite Income Fund,.0129062786810783,
162127,"Consolidated Communications Holdings, Inc.",.0123180004377059,1
162129,Mosaic Co,.0066481258572436,0
162146,"Cryoport, Inc.",.0121673755667586,3
162160,Medical Properties Trust Inc,.0048860059200816,0
162233,"Digital Ally, Inc.",,
162254,Celanese Corp,.0087825928412019,1
162264,,.0091553301395035,
162292,,,
162293,First Internet Bancorp,,0
162307,,,
162329,,,
162335,Prestige Consumer Healthcare Inc.,,
162338,"Universal Logistics Holdings, Inc.",,
162346,,.0050203476757182,
162353,,.0067694632072028,
162354,"Dolby Laboratories, Inc.",.0288951187228866,1
162355,,,
162385,Wex Inc.,.0231910677581519,0
162386,,,
162391,First Trust/Abrdn Global Opportunity Income Fund,.0113166364888763,
162400,"Xpel, Inc.",,
162401,Huntsman Corp,.007712345147697,0
162404,,.0042887462706529,
162448,,,
162449,"Exlservice Holdings, Inc.",.0247842284539195,2
162453,"Aemetis, Inc",.0115673493725713,1
162459,,.0123808497805231,
162489,,,
162491,,.0107323727509865,
162501,,.0150707951762425,
162557,,,
162559,Lazard Ltd,.0098633193997022,1
162560,"Axos Financial, Inc.",.0096256289875461,1
162568,Blackrock Energy & Resources Trust,.0154862929005332,
162577,,.0041427134720548,
162584,,,
162585,,,
162643,Quantum Computing Inc.,,
162699,,,
162701,,,
162703,,,
162720,Navios Maritime Holdings Inc.,,
162733,,,
162735,,,
162742,"Freightcar America, Inc.",.006771551736032,0
162796,,,
162825,"Home Federal Bancorp, Inc. Of Louisiana",.0037784269089896,0
162826,,,
162870,Brp Inc.,.0078326873524515,
162876,,.0046006230152172,
162887,Dexcom Inc,.0129851316965436,2
162892,Medicinova Inc,.0089801218667178,0
162894,Crestwood Equity Partners Lp,.0074476880519226,0
162906,,.0276360047225089,
162907,,,
162914,"Radiant Logistics, Inc",.0094869536241742,
162925,Acres Commercial Realty Corp.,.0084363007752876,0
162940,,.0075234289707539,
162978,,,
162988,Zumiez Inc,.0025507379991951,2
163018,,,
163024,,.0089860990877823,
163036,"Builders Firstsource, Inc.",.0073372272457635,0
163051,Citi Trends Inc,.0022589925845183,1
163058,Viq Solutions Inc.,,
163069,Kentucky First Federal Bancorp,,0
163113,Koppers Holdings Inc.,.008855166564979,1
163118,Warner Music Group Corp.,.0100604299439911,0
163124,,,
163492,,,
163559,,,
163594,,,
163595,"Alto Ingredients, Inc.",,
163596,"Camber Energy, Inc.",,
163610,"Intercontinental Exchange, Inc.",.0338097910213839,1
163612,Voya Global Equity Dividend & Premium Opportunity Fund,.0047996504478208,
163614,"Gamco Global Gold, Natural Resources & Income Trust",.0084965020293873,
163620,Blackrock Health Sciences Trust,.0154862929005332,
163626,,,
163627,,,
163629,,,
163668,Lincoln Educational Services Corp,,
163669,,.0124355531471666,
163673,,,
163678,Everi Holdings Inc.,.027865724800781,2
163685,Eagle Bulk Shipping Inc.,.0053168730316482,0
163692,,,
163731,,.012468199585649,
163732,,.012468199585649,
163733,,.012468199585649,
163765,Cooper-Standard Holdings Inc.,.006230073017817,0
163768,,.0111293243922925,
163771,,,
163806,,,
163822,Zion Oil & Gas Inc,.0076870322792238,0
163844,Nuveen Dow 30Sm Dynamic Overwrite Fund,.0129062786810783,
163850,"Mobiquity Technologies, Inc.",,
163852,,,
163878,,,
163884,Franklin Street Properties Corp /Ma/,,0
163887,,,
163889,"Atricure, Inc.",.0075368754126492,0
163891,,.0194489370569956,
163893,,,
163899,,.012468199585649,
163916,,,
163920,Western Alliance Bancorporation,.0144532496972618,1
163921,,,
163922,,,
163924,"James River Group Holdings, Ltd.",.0080325213170505,0
163929,,,
163930,Genco Shipping & Trading Ltd,.0232383227611293,0
163933,,,
163935,Global Partners Lp,,
163939,,,
163946,"Cf Industries Holdings, Inc.",.0082338325170183,2
163948,,,
163963,,.0052426606944901,
163965,Cytosorbents Corp,.0111935658042974,1
163968,,.0091593720754105,
163976,,,
163977,,,
163983,"Treehouse Foods, Inc.",.0065848203283791,0
164010,First Trust Mortgage Income Fund,.0113166364888763,
164011,Blackrock Enhanced Global Dividend Trust,.0154862929005332,
164046,Gran Tierra Energy Inc.,.0098458044192778,0
164058,,,
164086,Cimpress Plc,.0284295222433421,1
164094,,.0037945287864663,
164099,,,
164109,,,
164116,"Omega Flex, Inc.",,
164132,,.0062605317642068,
164146,"Kaival Brands Innovations Group, Inc.",,
164155,Gladstone Investment Corporation\De,,
164156,,.012468199585649,
164158,,.012468199585649,
164159,,.012468199585649,
164161,,.012468199585649,
164162,,.012468199585649,
164163,,.012468199585649,
164164,,.012468199585649,
164165,,.012468199585649,
164169,,,
164190,,.0033622946398462,
164211,Silicon Motion Technology Corp,.0130499197082586,
164255,,,
164266,,,
164271,,,
164275,,,
164276,,,
164283,,,
164284,,,
164290,,,
164293,"Strata Skin Sciences, Inc.",,
164296,"Warner Bros. Discovery, Inc.",.0182239364526948,0
164316,,,
164351,,,
164363,Tronox Holdings Plc,.0080411300064501,1
164364,,.0083408309238749,
164365,"Waterstone Financial, Inc.",.0072736196124231,0
164391,,,
164395,Op Bancorp,.0080504563874997,1
164411,,,
164416,Irobot Corp,.0390508547173492,1
164422,,,
164432,,,
164471,Restaurant Brands International Inc.,.0136810539409335,0
164494,"Spirit Aerosystems Holdings, Inc.",.0069201067843646,0
164506,Acco Brands Corp,.0069969269652631,0
164510,,,
164511,,.011938841611736,
164532,"Baidu, Inc.",.0436075503313067,
164534,,.003333523354704,
164538,,,
164557,Rbc Bearings Inc,,
164571,,,
164572,Amerisafe Inc,.014248502834743,1
164585,,,
164606,,,
164607,,,
164609,,.0107535683540791,
164611,,,
164612,,,
164616,,,
164626,,.0154861227845566,
164633,Home Bancshares Inc,.0064115210283085,0
164652,Brookdale Senior Living Inc.,.0038964548115201,1
164660,"Clear Channel Outdoor Holdings, Inc.",.0097065455732395,2
164664,,,
164680,,,
164684,Blackrock Enhanced Equity Dividend Trust,.0154862929005332,
164688,,.0105964883536359,
164708,Ameriprise Financial Inc,.0080919318268289,1
164720,,,
164724,"Mainstreet Bancshares, Inc.",,
164746,,,
164755,"Crocs, Inc.",.0060472246351632,0
164756,,,
165051,Sunpower Corp,,1
165052,"Under Armour, Inc.",.0062657125597012,2
165053,,,
165123,"Leidos Holdings, Inc.",.0288012185380578,0
165124,,,
165164,,,
165179,,,
165209,"Corenergy Infrastructure Trust, Inc.",.0044027305670963,0
165215,"Alaunos Therapeutics, Inc.",.0112194293645197,1
165244,,,
165255,,.0113166364888763,
165256,,.0156912599650479,
165262,"Dht Holdings, Inc.",,
165264,"Fidelity National Financial, Inc.",.0260104731939403,0
165284,"First Business Financial Services, Inc.",.0042429311029341,0
165358,,,
165394,,,
165414,,,
165427,,.012468199585649,
165429,,.012468199585649,
165432,,.012468199585649,
165433,,.012468199585649,
165434,,.012468199585649,
165436,Calamos Global Total Return Fund,.0171223575667034,
165437,"Blackrock Enhanced Government Fund, Inc.",.0154862929005332,
165439,Voya Global Advantage & Premium Opportunity Fund,.0047996504478208,
165442,,,
165463,,,
165464,,,
165465,"Magyar Bancorp, Inc.",.0053765773055693,0
165466,,.0088521503309357,
165471,,,
165540,,,
165551,,.0365617943619289,
165556,,,
165563,Bio-Path Holdings Inc,,
165565,,.0067694632072028,
165566,,.0067694632072028,
165567,,.0067694632072028,
165568,,.0067694632072028,
165569,,.0067694632072028,
165570,,.0067694632072028,
165571,,.0067694632072028,
165572,,.0067694632072028,
165574,,.0067694632072028,
165606,Nuveen S&P 500 Dynamic Overwrite Fund,.0129062786810783,
165630,,,
165637,Ur-Energy Inc,.0066424481394786,0
165649,Energy Transfer Lp,.0093412221887732,0
165652,,,
165653,,,
165675,,.0087748903307772,
165678,"Copa Holdings, S.A.",.0071144303995647,
165687,,.012468199585649,
165688,,.012468199585649,
165691,,,
165712,,,
165724,,.012468199585649,
165743,Star Bulk Carriers Corp.,,
165746,"Live Nation Entertainment, Inc.",.0091942810133874,1
165750,"Modular Medical, Inc.",,
165798,Uranium Energy Corp,.0041045841549265,0
165827,,,
165829,,,
165846,"Calumet Specialty Products Partners, L.P.",,
165856,"H&E Equipment Services, Inc.",.0053062002541867,0
165857,,,
165876,,,
165911,,.0220507638224629,
165913,Euroseas Ltd.,,
165914,Chipotle Mexican Grill Inc,.0019070047997945,0
165923,Perion Network Ltd.,,
165924,,,
165927,Ternium S.A.,.0065671854132282,
165943,,,
165968,"Sunworks, Inc.",,
165993,"Fidelity National Information Services, Inc.",.0295812665737109,0
166005,,,
166009,,.012468199585649,
166015,,.0067694632072028,
166016,,.0067694632072028,
166017,,.0067694632072028,
166052,,,
166087,Air Industries Group,,
166197,"Lake Shore Bancorp, Inc.",,
166213,Liquidity Services Inc,.0137953436248774,2
166220,,,
166224,,,
166226,,,
166230,,.0088576649672832,
166232,,,
166262,,.0154862929005332,
166304,,,
166363,,,
166368,Compass Diversified Holdings,,
166391,Blackrock Long-Term Municipal Advantage Trust,.0154862929005332,
166414,,,
166430,"Know Labs, Inc.",,2
166433,,,
166434,,,
166435,Vanda Pharmaceuticals Inc.,.0064024316017665,1
166436,,,
166447,Anavex Life Sciences Corp.,.0123631288114326,1
166449,,,
166460,"Ascent Solar Technologies, Inc.",,
166482,"Mueller Water Products, Inc.",.0084004539828662,0
166485,"Regional Health Properties, Inc",,
166491,"Igc Pharma, Inc.",,
166532,,.012468199585649,
166533,,.012468199585649,
166534,,.012468199585649,
166535,,.012468199585649,
166536,,.012468199585649,
166537,,.012468199585649,
166554,,,
166555,"Alphatec Holdings, Inc.",,
166562,,.0225210788177163,
166563,"Delek Us Holdings, Inc.",.0063129155077827,0
166571,,,
166576,,,
166580,,.0113166364888763,
166581,,,
166583,Luna Innovations Inc,,
166591,,.011102107516476,
166593,Synchronoss Technologies Inc,,
166671,,,
166680,,,
166684,,,
166705,,,
166723,,,
166740,,,
166746,,,
166747,,,
166751,,,
166756,,,
166789,,.009909904951428,
166792,,,
170297,,,
170311,,.0140726632367261,
170335,,.0464365814875236,
170337,,.0088511155570028,
170339,,.0088511155570028,
170340,,.0088511155570028,
170341,,.0088511155570028,
170342,,.0088511155570028,
170360,,,
170378,,,
170384,Gogo Inc.,.0257353927243192,
170387,,,
170396,"Customers Bancorp, Inc.",.0111755194543182,1
170418,,,
170419,"Hometrust Bancshares, Inc.",.011312072179553,1
170420,,,
170421,,,
170422,,,
170430,"Silo Pharma, Inc.",,
170444,,,
170458,,,
170463,,.0107449795682093,
170472,,,
170473,,.012468199585649,
170474,,.012468199585649,
170520,"Schnitzer Steel Industries, Inc.",.0095606052043743,1
170527,"Post Holdings, Inc.",.0030311655612978,0
170535,Barfresh Food Group Inc.,,
170555,,.0059697302311054,
170574,,.0146249337201186,
170589,Doubleline Opportunistic Credit Fund,.0149169502093151,
170616,Splunk Inc,.035565696249702,2
170617,"Meta Platforms, Inc.",.0403490232692057,3
170627,,.0082036903060392,
170639,,,
170655,"Silversun Technologies, Inc.",,
170658,,,
170692,,.0128806871337236,
170707,,,
170714,"Empire State Realty Trust, Inc.",.0067144622000653,0
170717,,.0088511155570028,
170718,,.0113166364888763,
170719,,.0113166364888763,
170720,,.0113166364888763,
170721,,.0113166364888763,
170722,,.0113166364888763,
170723,,.0113166364888763,
170724,,.0113166364888763,
170725,,,
170730,"Organovo Holdings, Inc.",,
170742,,.0113166364888763,
170743,,.0113166364888763,
170750,"Diamondback Energy, Inc.",.0090253231747488,0
170756,"Intellinetics, Inc.",,
170758,Caesarstone Ltd.,.0069639352332906,
170759,,,
170761,Vipshop Holdings Ltd,.0307260100729393,
170765,Tecnoglass Inc.,,
170781,,,
170789,,.012468199585649,
170790,,.012468199585649,
170791,,,
170795,,,
170799,,,
170802,,.0067694632072028,
170804,Blue Dolphin Energy Co,.005466369389779,0
170841,Phillips 66,.0090282291490841,0
170858,,.0091510107410681,
170868,,.0082884684892304,
170870,,,
170877,,.0088511155570028,
170886,,.0067694632072028,
170904,,,
170912,,,
170914,,.0096511667046285,
170920,"Aspen Group, Inc.",,
170922,,,
170945,"Puma Biotechnology, Inc.",.0107817240179064,1
170960,,,
170965,Performant Financial Corp,,
170966,Brandywineglobal-Global Income Opportunities Fund Inc,.0123716409514599,
170969,,,
170982,,.012468199585649,
170983,,.012468199585649,
170985,,.0107449795682093,
170994,,,
171002,Globus Medical Inc,.0060453983985223,0
171007,"Servicenow, Inc.",.0415378144844373,2
171014,,.0088511155570028,
171022,,.0120090245795896,
171023,Blackrock Tcp Capital Corp.,,0
171049,"Bloomin' Brands, Inc.",.0070996504915136,0
171053,,.0088511155570028,
171058,,,
171059,"Forum Energy Technologies, Inc.",.0076405427610033,1
171067,Palo Alto Networks Inc,.0420814209505105,2
171074,,,
171078,,,
171091,,.0146249337201186,
171098,,,
171106,,,
171111,Trilogy Metals Inc.,,0
171139,,,
171141,"Five Below, Inc",.0021573168882469,0
171145,,.0088511155570028,
171151,,.0146249337201186,
171155,Clearsign Technologies Corp,,
171171,,.0067694632072028,
171172,,.0067694632072028,
171173,,.0067694632072028,
171187,Phio Pharmaceuticals Corp.,,
174022,Anywhere Real Estate Inc.,.0021787400559494,0
174024,"United States Oil Fund, Lp",,
174025,,,
174040,,.0113166364888763,
174049,"Pgt Innovations, Inc.",.0097783729731613,0
174053,,,
174077,Commvault Systems Inc,,
174080,,.0113166364888763,
174081,,.0113166364888763,
174116,,,
174119,,,
174121,,,
174124,,,
174134,"Ptc Therapeutics, Inc.",.0135058375979217,0
174135,,,
174136,,.0066701164860153,
174147,"Qurate Retail, Inc.",.0136955252562727,1
174152,,,
174169,Battalion Oil Corp,,
174185,,,
174222,,.0019240465445358,
174236,Select Medical Holdings Corp,.0046209321386946,1
174282,Energy Services Of America Corp,.0030345282631439,0
174301,,.0056354910854659,
174302,,.0229195225431739,
174310,"Kbr, Inc.",.0125371700785202,1
174312,,,
174313,,,
174314,,,
174316,,,
174317,,,
174319,,.0088511155570028,
174357,,.012468199585649,
174360,Seven Hills Realty Trust,,
174361,,,
174368,,,
174376,,.0032497407351228,
174389,"Ehealth, Inc.",.0140885976634377,3
174390,Lemaitre Vascular Inc,.0054760198059163,0
174428,"Infusystem Holdings, Inc",,
174432,,,
174490,,,
174531,,,
174541,,.0103721554375217,
174567,,.0065020135823069,
174637,"Icf International, Inc.",.0195691958779991,1
174648,,,
174656,,,
174700,"Global Ship Lease, Inc.",,
174729,Travel & Leisure Co.,.0068927040760887,1
174737,,,
174739,,,
174744,Evercore Inc.,.0061666511165177,0
174840,,.0091510107410681,
174841,,.0091510107410681,
174842,,.0091510107410681,
174843,,.0091510107410681,
174844,,.0091510107410681,
174845,,.0091510107410681,
174846,,.0091510107410681,
174847,,.0091510107410681,
174848,,.0091510107410681,
174849,,.0091510107410681,
174854,,.0091510107410681,
174855,,.0091510107410681,
174856,,.0091510107410681,
174857,,.0091510107410681,
174858,,.0091510107410681,
174860,,.0091510107410681,
174861,,.0091510107410681,
174862,,.0091510107410681,
174875,,,
174876,,,
174888,,.0107449795682093,
174889,,.0107449795682093,
174890,,.0107449795682093,
174891,,.0107449795682093,
174892,,.0107449795682093,
174893,,.0107449795682093,
174894,,.0107449795682093,
174895,,.0107449795682093,
174896,,.0067694632072028,
174898,,.0067694632072028,
174899,,.0067694632072028,
174900,,.0067694632072028,
174901,,.0067694632072028,
174902,,.0067694632072028,
174926,Nexpoint Diversified Real Estate Trust,.0101829942525832,
174929,,.0113166364888763,
174930,,.0113166364888763,
174935,,.012468199585649,
174937,,.012468199585649,
174941,,.012468199585649,
174942,,.012468199585649,
174944,,.012468199585649,
175001,,,
175004,,.0316612437239805,
175007,Allegiant Travel Co,.0065184347904326,0
175008,"Amicus Therapeutics, Inc.",.0117749531185962,1
175055,,,
175064,,,
175078,,.005469619889538,
175079,,,
175083,"Northeast Community Bancorp, Inc./Md/",,
175087,,,
175110,,.0114885334715492,
175111,,,
175113,,.0113166364888763,
175131,,,
175134,,,
175138,,.0107449795682093,
175139,,.0107449795682093,
175140,,.0107449795682093,
175141,,.0107449795682093,
175190,,.012468199585649,
175191,,.012468199585649,
175201,,.012468199585649,
175202,,.012468199585649,
175203,,.012468199585649,
175263,Western Union Co,.0206754228233822,1
175264,Wns (Holdings) Ltd,,
175265,Abrdn Global Dynamic Dividend Fund,.0069516678525777,
175269,"Celsius Holdings, Inc.",,
175271,Evolve Transition Infrastructure Lp,,
175272,,,
175299,"Dolphin Entertainment, Inc.",,
175307,Douglas Emmett Inc,.0036016459810166,0
175308,,,
175319,Hanesbrands Inc.,.0076069638147905,2
175321,,,
175326,,,
175361,,,
175362,,,
175376,,.0098411739174989,
175399,,,
175402,,,
175404,"First Solar, Inc.",.0105834218893138,0
175424,"Sonoma Pharmaceuticals, Inc.",,
175449,,,
175457,Byrna Technologies Inc.,,
175464,,.0113166364888763,
175475,,,
175490,"Yield10 Bioscience, Inc.",,
175496,,,
175500,,.0154862929005332,
175503,Gold Resource Corp,.0045754320787327,1
175509,,,
175523,"Globalstar, Inc.",,
175532,,,
175533,"Infinity Pharmaceuticals, Inc.",,
175550,,.012468199585649,
175570,,.012468199585649,
175583,,.012468199585649,
175585,,.012468199585649,
175586,,.012468199585649,
175595,,.0099990663687764,
175607,Primis Financial Corp.,.011702667742793,0
175612,,,
175616,,,
175618,,,
175635,"Morgan Stanley China A Share Fund, Inc.",.0099618250467671,
175649,,,
175654,"Willdan Group, Inc.",.0119568948664616,2
175674,Cohen & Co Inc.,,
175686,Primoris Services Corp,.0053566414517002,0
175688,,,
175689,Armstrong World Industries Inc,.0070013097054183,
175692,,.012468199585649,
175693,,.012468199585649,
175695,,.012468199585649,
175696,,.012468199585649,
175697,,.012468199585649,
175698,,.012468199585649,
175699,,.012468199585649,
175702,,.012468199585649,
175717,,,
175726,,.0088511155570028,
175727,,.0088511155570028,
175872,,.012468199585649,
175873,,.012468199585649,
175887,,.0047996504478208,
175900,"Sally Beauty Holdings, Inc.",.0039432273683704,1
175903,,,
175908,"Where Food Comes From, Inc.",,
175949,,,
175953,,,
175955,Ipg Photonics Corp,.0164641741375361,1
175966,"Catalyst Pharmaceuticals, Inc.",,
175978,,,
175982,Canadian Solar Inc.,,
175985,,.012468199585649,
175986,,.012468199585649,
175987,,.012468199585649,
175988,,.012468199585649,
175989,,.012468199585649,
175990,,.012468199585649,
175991,,.012468199585649,
175992,,.012468199585649,
175993,,.012468199585649,
176017,"Athersys, Inc / New",,
176021,Allot Ltd.,,
176022,Emergent Biosolutions Inc.,.0115819569673054,1
176032,,.0154862929005332,
176035,Netlist Inc,,
176041,,.0154861227845566,
176042,,.0154861227845566,
176045,,.0154862929005332,
176047,,.0154861227845566,
176064,"Charge Enterprises, Inc.",,
176082,,.0100524454093631,
176083,,,
176092,Aercap Holdings N.V.,.0081291831861259,
176093,"Cohen & Steers Closed-End Opportunity Fund, Inc.",.0091613756549217,
176096,,,
176144,,,
176152,Central North Airport Group,.0085935689631397,
176169,"Kandi Technologies Group, Inc.",,
176172,,.012468199585649,
176174,,.012468199585649,
176176,,.012468199585649,
176224,,.0113166364888763,
176234,,.0094646505407745,
176247,,.022993892910996,
176249,"Carrols Restaurant Group, Inc.",.0032659414318427,0
176251,Information Services Group Inc.,.0159291427794899,2
176255,,,
176256,Portman Ridge Finance Corp,,
176259,,.0065821168957804,
176261,,,
176268,,,
176282,,,
176286,,.012468199585649,
176287,,.012468199585649,
176291,,,
176305,,,
176313,,.0067694632072028,
176314,,.012468199585649,
176325,,,
176327,,,
176333,Blackrock Credit Allocation Income Trust,.0154862929005332,
176343,Clean Energy Fuels Corp.,,
176346,Profire Energy Inc,.0098791288328518,1
176350,,.0037620172196511,
176351,,.004347364173281,
176361,,,
176362,Aerovironment Inc,,
176363,,.0167436642808351,
176378,"Reed'S, Inc.",,
176392,,.012468199585649,
176393,,.012468199585649,
176394,,.012468199585649,
176395,,.012468199585649,
176396,,.012468199585649,
176397,,.012468199585649,
176398,,.012468199585649,
176404,,,
176408,Mv Oil Trust,,
176480,,.0067694632072028,
176523,"National Cinemedia, Inc.",.0136991591267953,1
176541,,.0107449795682093,
176542,,.0107449795682093,
176543,,.0107449795682093,
176544,,.0107449795682093,
176545,,.0107449795682093,
176548,,.0107449795682093,
176559,Abrdn Total Dynamic Dividend Fund,.0069516678525777,
176560,Gdl Fund,.0084965020293873,
176561,Nuveen Nasdaq 100 Dynamic Overwrite Fund,.0129062786810783,
176567,"Super Micro Computer, Inc.",,
176572,"Aviat Networks, Inc.",.0132400382880268,0
176586,,.0067694632072028,
176590,,.0136991591267953,
176591,"Employers Holdings, Inc.",.0133299300378959,0
176592,,.0042841453821898,
176593,"Carparts.Com, Inc.",,
176595,,,
176598,,.0036322874351645,
176602,Enstar Group Ltd,.0272072782725388,0
176606,,.0107449795682093,
176607,,.0107449795682093,
176609,,.0107449795682093,
176610,,.0107449795682093,
176611,,.0107449795682093,
176612,,.0107449795682093,
176613,,.0107449795682093,
176614,,.0107449795682093,
176616,,.0107449795682093,
176617,,.0107449795682093,
176619,,.0107449795682093,
176620,,.0107449795682093,
176621,,.0107449795682093,
176622,,.0107449795682093,
176623,,.0107449795682093,
176624,,.0107449795682093,
176625,,.0107449795682093,
176627,,.0107449795682093,
176628,,.0107449795682093,
176629,,.0107449795682093,
176630,,.0107449795682093,
176631,,.0107449795682093,
176636,"Harrow Health, Inc.",,
176639,,,
176659,,,
176661,,,
176670,Accuray Inc,.0115797834294129,1
176699,,.012468199585649,
176701,"Interactive Brokers Group, Inc.",.026434045125449,2
176703,"Essa Bancorp, Inc.",.0038972602665092,1
176712,,.0113166364888763,
176713,,.0113166364888763,
176725,"Barings Bdc, Inc.",,0
176743,,.012468199585649,
176760,,.0079735650951232,
176766,Tfs Financial Corp,.0112902639216567,1
176768,"Bridgeline Digital, Inc.",.0384885769858997,2
176782,,.0168832144338921,
176795,,.0091510107410681,
176796,,.0091510107410681,
176798,,.0091510107410681,
176799,,.0091510107410681,
176800,,.0091510107410681,
176828,"Carter Bankshares, Inc.",,
176836,,.012468199585649,
176840,"Ring Energy, Inc.",.0067400640900339,0
176861,,,
176864,,.0154862929005332,
176865,,.0154862929005332,
176866,,.0154862929005332,
176867,"It Tech Packaging, Inc.",,
176873,,,
176874,,.0111398956652467,
176899,Sandridge Energy Inc,.0086755993035679,0
176914,"Cheniere Energy Partners, L.P.",.008975203535341,1
176920,,,
176928,"Broadridge Financial Solutions, Inc.",.0261600843820208,2
176939,,,
176963,,,
176973,"Greenlight Capital Re, Ltd.",,
176992,Diamedica Therapeutics Inc.,,
176999,Saratoga Investment Corp.,,
177000,,.0067694632072028,
177001,,.0067694632072028,
177004,,.0067694632072028,
177005,,,
177009,,.0048402833604391,
177052,Allspring Global Dividend Opportunity Fund,.0122064551551801,
177053,Voya Asia Pacific High Dividend Equity Income Fund,.0047996504478208,
177055,Nuveen Core Equity Alpha Fund,.0129062786810783,
177058,Supercom Ltd,,
177084,,.012468199585649,
177088,Blackstone Inc.,.0086378180861842,1
177099,,.0187556700353536,
177108,"Cinemark Holdings, Inc.",.0036446887148472,
177109,,.0080124518126622,
177111,Techtarget Inc,.0159526546452073,
177126,,,
177149,,.0154862929005332,
177179,,.0156676223382818,
177182,,,
177190,,,
177207,,.0048347640586661,
177216,Pennantpark Investment Corp,.0056732529495495,
177222,,,
177225,,,
177226,,,
177227,Insulet Corp,.0129054549906299,1
177228,"Novabay Pharmaceuticals, Inc.",,
177244,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",.0099618250467671,
177254,,,
177256,,,
177257,Infinera Corp,.0242167473780098,2
177267,Te Connectivity Ltd.,.0113571016163522,2
177276,,.0067694632072028,
177278,,.0067694632072028,
177281,,.0236736966246814,
177287,Jazz Pharmaceuticals Plc,.0109406092307554,0
177300,,.0050561306400402,
177301,,.0088511155570028,
177303,,,
177313,,,
177315,"Edgio, Inc.",.0237230681208427,1
177367,Chromadex Corp.,,
177376,Discover Financial Services,.0222635762760577,1
